id;name;weight;lemmawordid;dishid
5264;Лавровый лист;5;51;725
5265;Перец черный молотый;2;21;725
5266;Соль поваренная пищевая;7;48;725
5267;Курица филе, без кожи;250;15;726
5268;Баклажаны;200;164;726
5269;Помидоры;180;5;726
5270;Мука пшеничная;50;29;726
5271;Сухари панировочные;50;38;726
5272;Яйцо куриное;45;26;726
5273;Молоко 2,5%;30;30;726
5274;Сыр Моцарелла;100;31;726
5275;Масло оливковое;60;8;726
5276;Перец черный молотый;2;21;726
5277;Соль поваренная пищевая;5;48;726
5278;Курица филе, без кожи;250;15;727
5279;Чеснок;15;11;727
5280;Рис длиннозёрный;120;13;727
5281;Вода;250;7;727
5282;Перец черный молотый;2;21;727
5283;Соль поваренная пищевая;5;48;727
5284;Капуста белокочанная;500;10;728
5285;Картофель;300;2;728
5286;Молоко 2,5%;200;30;728
5287;Сметана 18% жирности;100;80;728
5288;Масло сливочное 72%;25;8;728
5289;Сыр Российский;100;31;728
5290;Чеснок;15;11;728
5291;Сухари панировочные;50;38;728
5292;Соль поваренная пищевая;7;48;728
5293;Перец черный молотый;2;21;728
5294;Лук репчатый;350;4;729
5295;Мука пшеничная;50;29;729
5296;Яйцо куриное;45;26;729
5297;Карри;2;34;729
5298;Перец черный молотый;2;21;729
5299;Масло оливковое;45;8;729
5300;Соль поваренная пищевая;3;48;729
5301;Масло оливковое;4;8;730
5302;Молоко 2,5%;125;30;730
5303;Вода;100;7;730
5304;Мука пшеничная;145;29;730
5305;Кефир 3,2% жирности;250;25;730
5306;Кефир 1% жирности;120;25;730
5307;Сахар-песок;5;52;730
5308;Яйцо куриное;60;26;730
5309;Рис длиннозёрный;300;13;731
5310;Куриный бульон;600;47;731
5311;Куриные бедра без кожи;300;46;731
5312;Охотничьи колбаски;150;118;731
5313;Лук репчатый;65;4;731
5314;Сельдерей черешковый;60;50;731
5315;Перец сладкий;120;21;731
5316;Чеснок;20;11;731
5317;Помидоры;160;5;731
5318;Паприка сушёная, молотая;3;83;731
5319;Перец красный молотый;1;21;731
5320;Орегано сушеный;2;21;731
5321;Тимьян;2;158;731
5322;Перец черный молотый;2;21;731
5323;Соль поваренная пищевая;7;48;731
5324;Свекла;300;9;732
5325;Лук репчатый;70;4;732
5326;Масло оливковое;45;8;732
5327;Соль поваренная пищевая;4;48;732
5328;Сахар-песок;3;52;732
5329;Яблочный уксус;5;81;732
5330;Перец черный молотый;2;21;732
5331;Лук репчатый;75;4;733
5332;Фарш из говядины;500;114;733
5333;Фарш из свинины;500;114;733
5334;Хлеб пшеничный;75;28;733
5335;Морковь;45;3;733
5336;Яйцо куриное;45;26;733
5337;Кетчуп;80;260;733
5338;Горчица столовая;20;94;733
5339;Чеснок;15;11;733
5340;Масло оливковое;15;8;733
5341;Перец черный молотый;2;21;733
5342;Соль поваренная пищевая;7;48;733
5343;Лосось атлантический (семга);250;76;734
5344;Брокколи;300;76;734
5345;Лук репчатый;80;4;734
5346;Салат;80;87;734
5347;Сок лимонный;30;40;734
5348;Масло оливковое;30;8;734
5349;Горчица дижонская;12;94;734
5350;Перец черный молотый;2;21;734
5351;Соль поваренная пищевая;3;48;734
5352;Рис красный нешлифованный;125;13;735
5353;Рис бурый;125;13;735
5354;Тунец натуральный Консервы;185;33;735
5355;Апельсин;60;145;735
5356;Лук-шалот;160;194;735
5357;Каперсы консервированные;10;261;735
5358;Сыр Маскарпоне;15;31;735
5359;Масло оливковое;30;8;735
5360;Яблочный уксус;5;81;735
5361;Фарш из говядины;100;114;736
5362;Фарш из курицы;150;114;736
5363;Крупа манная;50;20;736
5364;Яйцо куриное;210;26;736
5365;Лук репчатый;50;4;736
5366;Чеснок;10;11;736
5367;Паприка сушёная, молотая;2;83;736
5368;Перец черный молотый;2;21;736
5369;Соль поваренная пищевая;5;48;736
5370;Помидоры;90;5;736
5371;Петрушка;30;6;736
5372;Масло оливковое;30;8;736
5373;Сухари панировочные;100;38;736
5374;Фарш из говядины;350;114;737
5375;Фарш из свинины;350;114;737
5376;Шампиньоны;200;0;737
5377;Яйцо куриное;45;26;737
5378;Лук репчатый;75;4;737
5379;Морковь;75;3;737
5380;Сметана 18% жирности;50;80;737
5381;Масло оливковое;15;8;737
5382;Сухари панировочные;50;38;737
5383;Горчица столовая;40;94;737
5384;Перец черный молотый;3;21;737
5385;Соль поваренная пищевая;4;48;737
5386;Масло оливковое;30;8;738
5387;Мед натуральный (мёд);25;170;738
5388;Паприка сушёная, молотая;7;83;738
5389;Мед натуральный (мёд);25;170;738
5390;Нут;250;170;738
5391;Телятина;125;186;739
5392;Морковь обычная;150;3;739
5393;Куриная грудка, без кожи;200;12;769
5394;Соль поваренная пищевая;10;48;769
5395;Чеснок;10;11;769
5396;Укроп и другие пряные травы;10;14;769
5397;Петрушка;10;6;769
5398;Масло подсолнечное;5;8;769
5399;Перец красный сладкий;10;21;770
5400;Укроп и другие пряные травы;10;14;770
5401;Кинза;10;14;770
5402;Чеснок;10;11;770
5403;Соль поваренная пищевая;3;48;770
5404;Хлеб пшеничный;320;28;770
5405;Творог, 0 %;200;153;770
5406;Сметана 10,0% жирности;200;80;770
5407;Яйцо куриное;50;26;771
5408;Соль поваренная пищевая;3;48;771
5409;Сахар-песок;5;52;771
5410;Варенье из яблок;40;166;771
5411;Батон нарезной;80;174;771
5412;Картофель;100;2;772
5413;Капуста белокочанная;50;10;772
5414;Лук репчатый;50;4;772
5415;Масло подсолнечное;5;8;772
5416;Укроп и другие пряные травы;10;14;772
5417;Соль поваренная пищевая;2;48;772
5418;Перец черный молотый;1;21;772
5419;Морская капуста;100;10;772
5420;Пастрома из курицы;250;152;773
5421;Макароны из муки в/с;250;37;773
5422;Горошек зеленый;200;23;773
5423;Помидоры;250;5;773
5424;Сметана 10,0% жирности;100;80;773
5425;Соль поваренная пищевая;10;48;773
5426;Салат;50;87;773
5427;Укроп и другие пряные травы;20;14;773
5428;Горошек зеленый;180;23;774
5429;Огурец грунтовый;200;19;774
5430;Укроп и другие пряные травы;20;14;774
5431;Петрушка;20;6;774
5432;Лук зеленый;30;4;774
5433;Сметана 10,0% жирности;50;80;774
5434;Помидоры;250;5;775
5435;Огурец грунтовый;250;19;775
5436;Лук зеленый;50;4;775
5437;Перец красный сладкий;250;21;775
5438;Салат;50;87;775
5439;Фасоль зерно;100;42;776
5440;Свекла;300;9;776
5441;Яблоки;300;111;776
5442;Масло оливковое;20;8;776
5443;Винный уксус 3%;40;81;776
5444;Соль поваренная пищевая;5;48;776
5445;Перец черный молотый;2;21;776
5446;Сельдь;600;161;777
5447;Сок томатный;500;40;777
5448;Соль поваренная пищевая;5;48;777
5449;Тмин;10;120;777
5450;Баклажаны;300;164;778
5451;Перец красный сладкий;300;21;778
5452;Лук репчатый;300;4;778
5453;Фасоль стручковая;300;22;778
5454;Помидоры;300;5;778
5455;Укроп и другие пряные травы;50;14;778
5456;Соль поваренная пищевая;5;48;778
5457;Капуста белокочанная;300;10;778
5458;Масло оливковое;60;8;778
5459;Шампиньоны;500;0;779
5460;Креветки в панцире;100;18;779
5461;Сметана 10,0% жирности;30;80;779
5462;Сыр Костромской;20;31;779
5463;Укроп и другие пряные травы;30;14;779
5464;Куриная грудка, без кожи;200;12;780
5465;Кус-кус;80;236;780
5466;Лук репчатый;100;4;780
5467;Кинза;20;4;780
5468;Помидоры;200;5;780
5469;Перец красный сладкий;100;21;780
5470;Лайм;30;262;780
5471;Масло оливковое;5;8;780
5472;Кукуруза Консервы;200;92;780
5473;Спаржа;200;197;781
5474;Грейпфрут;200;263;781
5475;Масло оливковое;5;8;781
5476;Креветки очищенные;200;18;781
5477;Капуста белокочанная;300;10;782
5478;Помидоры;200;5;782
5479;Перец красный сладкий;200;21;782
5480;Петрушка;20;6;782
5481;Масло оливковое;10;8;782
5482;Куриная грудка, без кожи;80;12;783
5483;Шампиньоны;100;0;783
5484;Хлеб зерновой;100;28;783
5485;Масло оливковое;5;8;783
5486;Петрушка;10;6;783
5487;Сыр твердый (маасдам);20;31;783
5488;Куриная грудка, без кожи;300;12;784
5489;Картофель;300;2;784
5490;Морковь;200;3;784
5491;Огурец соленый;200;19;784
5492;Яйцо куриное;150;26;784
5493;Горошек зеленый. Консервы;100;23;784
5494;Майонез;50;172;784
5495;Йогурт 1,5%;50;99;784
5496;Баклажаны;1000;164;785
5497;томаты;100;90;785
5498;Масло подсолнечное;10;8;785
5499;Лук репчатый;100;4;785
5500;Петрушка;20;6;786
5501;Капуста белокочанная;300;10;786
5502;Помидоры;200;5;786
5503;Масло конопляное;30;8;786
5504;Огурец грунтовый;75;19;786
5505;Перец сладкий;150;21;787
5506;Лук репчатый;30;4;787
5507;Огурец грунтовый;50;19;787
5508;Сок лимонный;10;40;787
5509;Петрушка;10;6;787
5510;Орех грецкий;15;27;787
5511;Масло льняное;5;8;787
5512;Смородина красная;10;253;788
5513;Морковь;70;3;788
5514;Свекла;50;9;788
5515;Капуста белокочанная;100;10;788
5516;Соль поваренная пищевая;5;48;788
5517;Сметана 15,0% жирности;70;80;789
5518;Огурец грунтовый;100;19;789
5519;Помидоры;100;5;789
5520;Мука пшеничная;100;29;790
5521;Яйцо куриное;90;26;790
5522;Кабачок;500;1;790
5523;Сметана 15,0% жирности;150;80;790
5524;Масло подсолнечное;50;8;790
5525;Сыр полутвердый (голландский);50;31;790
5526;Чеснок;4;11;790
5527;Баклажаны;500;164;791
5528;Морковь;100;3;791
5529;Лук репчатый;100;4;791
5530;Сок томатный;120;40;791
5531;Масло подсолнечное;30;8;791
5532;Укроп и другие пряные травы;50;14;791
5533;Сыр мягкий (моцарелла);25;31;792
5534;Креветки очищенные;50;18;792
5535;Яйцо куриное;150;26;792
5536;Кунжут-семя;10;102;793
5537;Орех грецкий;10;27;793
5538;Масло льняное;5;8;793
5539;Сок лимонный;20;40;793
5540;Петрушка;15;6;793
5541;Лук репчатый;50;4;793
5542;Огурец грунтовый;80;19;793
5543;Помидоры;200;5;793
5544;Мука пшеничная;80;29;794
5545;Сок лимонный;25;40;794
5546;Масло подсолнечное;80;8;794
5547;Яйцо куриное;120;26;794
5548;Креветки очищенные;300;18;794
5549;Судак;200;55;794
5550;Перец черный молотый;5;21;794
5551;Соль поваренная пищевая;10;48;794
5552;Масло оливковое;50;8;795
5553;Орех грецкий;200;27;795
5554;Сок лимонный;100;40;795
5555;Рис белый;50;13;795
5556;Мед натуральный (мёд);80;170;795
5557;Свекла;500;9;795
5558;Лук репчатый;150;4;795
5559;Майонез;20;172;796
5560;Соль поваренная пищевая;3;48;796
5561;Капуста белокочанная;400;10;796
5562;Сыр Пармезан;100;31;796
5563;Сухари пшеничные;100;38;796
5564;Куриная грудка, без кожи;500;12;796
5565;Масло подсолнечное;5;8;797
5566;Перец сладкий;40;21;797
5567;китайский салат;40;87;797
5568;Яблоки;30;111;797
5569;Смородина красная;10;253;797
5570;Помидоры;150;5;798
5571;Сыр Моцарелла;90;31;798
5572;Масло оливковое;20;8;798
5573;Укроп и другие пряные травы;10;14;798
5574;Сахар-песок;5;52;798
5575;Соль поваренная пищевая;5;48;798
5576;Перец черный молотый;3;21;798
5577;Масло подсолнечное;60;8;799
5578;Перец красный жгучий;15;21;799
5579;кориандр зерна;15;115;799
5580;кориандр порошок;15;115;799
5581;Горчица столовая;30;94;799
5582;орегано;15;94;799
5583;базилик;15;144;799
5584;паприка;15;83;799
5585;Куриная грудка, без кожи;500;12;799
5586;Вода;1000;7;799
5587;Соль поваренная пищевая;60;48;799
5588;Шампиньоны;450;0;800
5589;Фасоль стручковая;400;22;800
5590;Соль поваренная пищевая;3;48;800
5591;Масло подсолнечное;20;8;800
5592;Фасоль зерно;240;42;800
5593;Лук репчатый;30;4;800
5594;Чеснок;7;11;800
5595;Укроп и другие пряные травы;5;14;801
5596;Капуста цветная;500;10;801
5597;Масло подсолнечное;50;8;801
5598;Соль поваренная пищевая;5;48;801
5599;Сухари пшеничные;100;38;801
5600;Яйцо куриное;100;26;801
5601;Перец красный молотый;2;21;802
5602;Соль поваренная пищевая;3;48;802
5603;Укроп и другие пряные травы;3;14;802
5604;Сыр Моцарелла;300;31;802
5605;Масло оливковое;20;8;802
5606;Помидоры;500;5;802
5607;Сыр Олтермани;100;31;803
5608;Масло подсолнечное;5;8;803
5609;Лук зеленый;20;4;803
5610;Помидоры;100;5;803
5611;Кабачок;100;1;803
5612;Сыр Олтермани;100;31;804
5613;Помидоры;100;5;804
5614;Масло сливочное 72%;10;8;804
5615;Молоко 0.5%;100;30;804
5616;Яйцо куриное;210;26;804
5617;Свекла вареная;183;9;805
5618;картофель отварной;418;2;805
5619;Масло подсолнечное;20;8;805
5620;Лук репчатый;90;4;805
5621;Горошек зеленый "Союзная марка";274;23;805
5622;Огурцы маринованные;200;19;805
5623;Капуста квашенная;542;10;805
5624;Масло подсолнечное;30;8;806
5625;Лук репчатый;300;4;806
5626;Морковь;300;3;806
5627;Помидоры;300;5;806
5628;Кабачок;500;1;806
5629;Лук репчатый;300;4;807
5630;Свекла;500;9;807
5631;Масло подсолнечное;30;8;807
5632;Томатная паста;100;65;807
5633;Горошек зеленый "Союзная марка";283;23;808
5634;картофель отварной;565;2;808
5635;Куриная грудка, без кожи, запеченая;164;12;808
5636;Яйцо куриное;458;26;808
5637;Лук репчатый;50;4;808
5638;Огурцы маринованные;180;19;808
5639;Сметана 10,0% жирности;250;80;808
5640;Горчица столовая;20;94;808
5641;Говядина вырезка;100;82;809
5642;Манго;100;82;809
5643;Горчица mostarda di frutta;30;94;809
5644;Крабовые палочки;200;264;810
5645;Яйцо куриное;150;26;810
5646;Кукуруза Консервы;250;92;810
5647;Перец черный молотый;3;21;811
5648;Масло подсолнечное;50;8;811
5649;Мука пшеничная;90;29;811
5650;Яйцо куриное;50;26;811
5651;Лук репчатый;50;4;811
5652;Морковь;80;3;811
5653;Кабачок;500;1;811
5654;Соль поваренная пищевая;5;48;811
5655;Икра черная имитированная из морских водорослей;150;265;812
5656;Капуста пекинская;240;10;812
5657;Лук-порей;100;4;812
5658;Кукуруза консервированная Bonduelle 280 г;280;92;812
5659;Крабовые палочки;240;264;812
5660;Соевый соус;14;88;813
5661;Мед натуральный (мёд);9;170;813
5662;Сок лимонный;25;40;813
5663;Чеснок;8;11;813
5664;Кунжут-семя;20;102;813
5665;Апельсин;250;145;813
5666;Креветки очищенные;100;18;813
5667;Сметана 10,0% жирности;50;80;814
5668;Свекла;200;9;814
5669;Кедровый орех;50;27;815
5670;Орех грецкий;50;27;815
5671;Орех кешью;30;27;815
5672;Фасоль стручковая;100;22;816
5673;Йогурт Total 0%;100;99;816
5674;Яйцо куриное;110;26;816
5675;Яблоки;80;111;816
5676;Огурец маринованный;40;19;816
5677;Морковь;150;3;816
5678;Куриная грудка, без кожи;300;12;816
5679;Горчичный порошок;5;266;816
5680;Горчица зернистая "Ротиссер";10;94;817
5681;Соевый соус Heinz премиум;10;88;817
5682;Наршараб "Грандэлитез" (Азербайджан);10;267;817
5683;Салат Лолло Бьонда Лолло Росса;125;87;817
5684;Масло оливковое;10;8;817
5685;Чеснок;5;11;818
5686;Сок лимонный;10;40;818
5687;Петрушка;5;6;818
5688;Масло подсолнечное;10;8;818
5689;Капуста белокочанная;100;10;818
5690;Яблоки;100;111;818
5691;Морковь;100;3;818
5692;Свекла;100;9;818
5693;Лук репчатый;300;4;819
5694;Чеснок;100;11;819
5695;Масло подсолнечное;80;8;819
5696;Сахар-песок;100;52;819
5697;Помидоры;300;5;819
5698;Перец сладкий;300;21;819
5699;Баклажаны;3000;164;819
5700;Лимонная кислота;5;106;820
5701;Соль поваренная пищевая;5;48;820
5702;Масло подсолнечное;50;8;820
5703;Морковь;200;3;820
5704;Яблоки;100;111;820
5705;Свекла;200;9;820
5706;Морковь;157;3;821
5707;Сельдерей черешковый;100;50;821
5708;Грейпфрут;82;263;821
5709;Семя тыквы;30;109;821
5710;Перец красный сладкий;67;21;822
5711;Огурец грунтовый;139;19;822
5712;Лук репчатый;25;4;822
5713;Помидоры;143;5;822
5714;Соевый соус;20;88;822
5715;Горчица-семя;10;214;822
5716;Сахар-песок;14.9;52;823
5717;Уксус 9%;14.9;81;823
5718;Соль поваренная пищевая;5;48;823
5719;Вода;495;7;823
5720;Имбирь корень;247.5;68;823
5721;Укроп и другие пряные травы;10;14;824
5722;Морковь;30;3;824
5723;Фасоль зерно;20;42;824
5724;Фасоль стручковая;20;22;824
5725;Горошек замороженный;20;23;824
5726;Кукуруза зерно;20;92;824
5727;Агар;10;268;824
5728;Лимон;20;39;825
5729;Салат;100;87;825
5730;Яблоки;200;111;825
5731;Авокадо;200;111;825
5732;Куриная грудка, без кожи;200;12;825
5733;Морковь;200;3;826
5734;Капуста белокочанная;600;10;826
5735;Яблоки;200;111;826
5736;Свекла;500;9;826
5737;Сельдерей, корень;200;50;826
5738;Яйцо куриное;300;26;827
5739;Горчица столовая;20;94;827
5740;Сухари панировочные;50;38;827
5741;фарш из индейки;600;114;827
5742;Слоеное тесто бездрожжевое;500;269;827
5743;Масло подсолнечное;20;8;828
5744;Перец красный молотый;10;21;828
5745;Укроп и другие пряные травы;10;14;828
5746;Соль поваренная пищевая;10;48;828
5747;Перец сладкий;50;21;828
5748;Лук зеленый;100;4;828
5749;Грибы вареные;300;74;828
5750;Капуста пекинская;300;10;828
5751;Винный уксус 3%;100;81;829
5752;Яйцо куриное;250;26;829
5753;Масло оливковое;400;8;829
5754;Каперсы консервированные;100;261;829
5755;Огурец грунтовый;200;19;829
5756;Огурцы соленые;250;19;829
5757;Раки морские (лангуст, омар);5000;270;829
5758;Салат;200;87;829
5759;Икра осетровая паюсная;100;265;829
5760;Рябчик;900;271;829
5761;Язык телячий;1500;192;829
5762;Майонез;100;172;830
5763;Масло подсолнечное;50;8;830
5764;Лук репчатый;200;4;830
5765;Морковь;200;3;830
5766;Печень куриная;500;35;830
5767;Фасоль красная консервированная;250;22;830
5768;Хлеб ржано-пшеничный;20;28;831
5769;Колбаса вареная любительская;20;140;831
5770;Сыр Российский;10;31;831
5771;Горчица столовая;5;94;831
5772;Лук репчатый;50;4;832
5773;Сельдерей черешковый;50;50;832
5774;Майонез;50;172;832
5775;Куриная грудка, без кожи;250;12;832
5776;Салат;200;87;832
5777;Горбуша натуральная Консервы;250;16;833
5778;Сельдерей черешковый;50;50;833
5779;Лук репчатый;25;4;833
5780;Укроп и другие пряные травы;25;14;833
5781;Салат;200;87;833
5782;Кинза;30;87;834
5783;Вода;150;7;834
5784;Масло оливковое;10;8;834
5785;Лук репчатый;100;4;834
5786;Чеснок;10;11;834
5787;Фасоль зерно;75;42;834
5788;Яйцо куриное;120;26;835
5789;Соль поваренная пищевая;3;48;835
5790;Масло подсолнечное;15;8;835
5791;Картофель;50;2;835
5792;Морковь;200;3;836
5793;Масло подсолнечное;10;8;836
5794;Редис;40;77;837
5795;Лук репчатый;40;4;837
5796;Уксус 9%;7;81;837
5797;Соль поваренная пищевая;3;48;837
5798;Перец черный молотый;3;21;837
5799;Сахар-песок;3;52;837
5800;Петрушка;6;6;837
5801;Морковь;60;3;837
5802;Редька черная;180;272;837
5803;Масло оливковое;5;8;838
5804;Свекла;100;9;838
5805;Свекла;200;9;839
5806;Капуста брюссельская;400;10;840
5807;Масло оливковое;25;8;840
5808;Соевый соус;25;88;840
5809;Арахис;120;254;840
5810;Укроп и другие пряные травы;30;14;840
5811;Ветчина;250;154;841
5812;Горчица столовая;30;94;841
5813;Масло сливочное 72%;80;8;841
5814;Хлеб пшеничный;350;28;841
5815;Перец черный горошек;5;21;842
5816;Желатин пищевой;20;237;842
5817;Соль поваренная пищевая;10;48;842
5818;Лавровый лист;5;51;842
5819;Лук репчатый;200;4;842
5820;Морковь;140;3;842
5821;Курица тушка;1500;15;842
5822;Чеснок;30;11;842
5823;Капуста пекинская;300;10;843
5824;Огурец грунтовый;150;19;843
5825;Кукуруза Консервы;300;92;843
5826;Крабовые палочки;200;264;843
5827;Икра из морских водорослей;150;265;843
5828;Йогурт 1,5%;150;99;843
5829;Соевый соус;7;88;843
5830;Перец черный молотый;3;21;843
5831;Крабовые палочки;200;264;844
5832;Соль поваренная пищевая;3;48;844
5833;Масло оливковое;10;8;844
5834;Сыр Российский;145;31;844
5835;Яйцо куриное;220;26;844
5836;Салат "Витаминный" (морская капуста);200;87;844
5837;Масло подсолнечное;50;8;845
5838;Масло сливочное 72%;200;8;845
5839;Соль поваренная пищевая;5;48;845
5840;Перец черный молотый;4;21;845
5841;Сахар-рафинад;5;129;845
5842;Сельдерей, корень;30;50;845
5843;Петрушка корень;30;6;845
5844;Яблоки;150;111;845
5845;Морковь;150;3;845
5846;Лук репчатый;150;4;845
5847;Печень индейки;500;35;845
5848;Горбуша в масле;200;16;846
5849;Рис белый;250;13;846
5850;Яйцо куриное;150;26;846
5851;Лук репчатый;100;4;846
5852;Майонез 20% жирности;60;172;846
5853;Соль поваренная пищевая;4;48;846
5854;Маслины без косточек;12;123;846
5855;Кукуруза Консервы;100;92;846
5856;Лук зеленый;5;4;846
5857;Петрушка;5;6;846
5858;Укроп обыкновенный;5;14;846
5859;Колбаса вареная русская;30;140;847
5860;Масло подсолнечное;4;8;847
5861;Яйцо куриное;110;26;847
5862;Соль поваренная пищевая;3;48;847
5863;Зеленая редька;200;272;848
5864;Яблоки;200;111;848
5865;Морковь;100;3;848
5866;Соль поваренная пищевая;2;48;848
5867;Перец черный молотый;1;21;848
5868;Сметана 20,0% жирности;50;80;848
5869;Перец черный молотый;2;21;849
5870;Масло подсолнечное;5;8;849
5871;Горчица-семя;10;214;849
5872;Соль поваренная пищевая;3;48;849
5873;Лук репчатый;100;4;849
5874;Картофель;150;2;849
5875;Шампиньоны;50;0;849
5876;Салат;25;87;849
5877;Рукола;25;216;849
5878;Укроп и другие пряные травы;10;14;849
5879;Укроп и другие пряные травы;10;14;850
5880;Маслины крупные;15;123;850
5881;Петрушка;10;6;850
5882;Салат;15;87;850
5883;Сыр Филадельфия;130;31;850
5884;Лаваш армянский, тонкий;230;31;850
5885;Лосось атлантический (семга);200;76;850
5886;Перец красный жгучий;1;21;851
5887;Кунжут-семя;15;102;851
5888;Огурец грунтовый;200;19;851
5889;Помидоры;270;5;851
5890;Сок лимонный;20;40;851
5891;Масло оливковое;35;8;851
5892;Перец черный молотый;1;21;851
5893;Креветки в панцире;300;18;851
5894;Петрушка;10;6;851
5895;Кукуруза Консервы;150;92;851
5896;Горошек зеленый. Консервы;150;23;851
5897;Салат;20;87;851
5898;Кукуруза сладкая консервированная;100;92;852
5899;Яблоки;70;111;852
5900;Капуста пекинская;500;10;852
5901;Сок лимонный;20;40;852
5902;Соль поваренная пищевая;3;48;852
5903;Перец черный молотый;3;21;852
5904;Соус майонезный "Слобода", 35% жирности;50;88;853
5905;Сыр твердый (маасдам);50;31;853
5906;Ананас консервированный;350;31;853
5907;Сок лимонный;20;40;853
5908;Курица филе, без кожи;300;15;853
5909;Огурец грунтовый;200;19;853
5910;Яйцо куриное;100;26;853
5911;Кукуруза Консервы;250;92;853
5912;Салат;15;87;854
5913;Перец черный молотый;3;21;854
5914;Соль поваренная пищевая;3;48;854
5915;Сыр Голландский;150;31;854
5916;Яйцо перепелиное;100;26;854
5917;Вода;200;7;854
5918;Сельдь слабосоленая;200;161;854
5919;Уксус яблочный 6%;20;81;854
5920;Свекла сырая;600;9;854
5921;Лук репчатый;38;4;854
5922;Майонез;200;172;854
5923;Масло подсолнечное;8;8;855
5924;Укроп обыкновенный;6;14;855
5925;Петрушка;6;6;855
5926;Соль поваренная пищевая;2;48;855
5927;Огурец грунтовый;200;19;855
5928;Редька белая;200;272;855
5929;Авокадо;120;272;856
5930;Виноград;120;273;856
5931;Укроп и другие пряные травы;50;14;856
5932;Сливки 30% жирности;30;72;856
5933;Сыр Viola сливочный;100;31;856
5934;Семга слабосоленая;200;76;856
5935;Водоросли Комбу;20;274;857
5936;Морковь;200;3;857
5937;Лук репчатый;150;4;857
5938;Соевый соус;20;88;857
5939;Сок лимонный;20;40;857
5940;Огурец грунтовый;200;19;858
5941;Сельдерей;300;50;858
5942;Горошек зеленый. Консервы;200;23;858
5943;Капуста пекинская;150;10;858
5944;Масло оливковое;8;8;858
5945;Соль поваренная пищевая;4;48;858
5946;Укроп обыкновенный;10;14;858
5947;Петрушка;10;6;858
5948;Майонез;500;172;859
5949;Чеснок;5;11;859
5950;Яблоки;100;111;859
5951;Яйцо куриное;150;26;859
5952;Морковь;150;3;859
5953;Лук репчатый;75;4;859
5954;Свекла;100;9;859
5955;Картофель;400;2;859
5956;Сельдь среднесоленая;400;161;859
5957;Лук репчатый;300;4;860
5958;Картофель;300;2;860
5959;Морковь;300;3;860
5960;Яйцо куриное;200;26;860
5961;Сайра в масле Консервы;250;176;860
5962;Майонез;250;172;860
5963;Укроп и другие пряные травы;200;14;860
5964;Сыр плавленный;200;31;861
5965;Перец сладкий;600;21;861
5966;Чеснок;5;11;861
5967;Майонез;80;172;861
5968;Перец красный молотый;2;21;861
5969;Майонез;100;172;862
5970;Фасоль красная, консервированная;400;172;862
5971;Укроп и другие пряные травы;20;14;862
5972;Колбаса полукопченая таллинская;200;140;862
5973;Огурец грунтовый;200;19;862
5974;Майонез;400;172;863
5975;Перец черный молотый;1;21;863
5976;Чеснок;5;11;863
5977;Яйцо куриное;150;26;863
5978;Кукуруза Консервы;400;92;863
5979;Лук репчатый;100;4;863
5980;Огурец грунтовый;100;19;863
5981;Помидоры;100;5;863
5982;Крабовые палочки;200;264;863
5983;Рис белый;180;13;863
5984;Перец черный молотый;3;21;864
5985;Ряженка, 2,5%;100;231;864
5986;Соль поваренная пищевая;5;48;864
5987;Капуста пекинская;300;10;864
5988;Сыр Фета;200;31;864
5989;Маслины средние и мелкие;250;123;864
5990;Креветки очищенные;150;18;864
5991;Сметана 10,0% жирности;100;80;865
5992;Укроп и другие пряные травы;50;14;865
5993;Масло оливковое;10;8;865
5994;Яйцо куриное;100;26;865
5995;Чернослив;40;26;865
5996;Морковь корейская;100;3;865
5997;Лук репчатый;150;4;865
5998;Шампиньоны;200;0;865
5999;Куриная грудка, копченая;180;12;865
6000;Майонез;50;172;866
6001;Лук репчатый;150;4;866
6002;Яблоки;300;111;866
6003;Морковь;300;3;866
6004;Свекла;300;9;866
6005;Сельдь слабосоленая;300;161;866
6006;Картофель;300;2;866
6007;Яблоки;150;111;867
6008;Сыр твердый (маасдам);50;31;867
6009;Горчица-семя;15;214;867
6010;Тыква;150;53;867
6011;Сок лимонный;30;40;867
6012;Морковь;150;3;867
6013;Масло оливковое;30;8;867
6014;Соль поваренная пищевая;5;48;868
6015;Укроп обыкновенный;20;14;868
6016;Пищевая сода;3;155;868
6017;Молоко 2,5%;25;30;868
6018;Масло сливочное 72%;25;8;868
6019;Творог, 9 %;250;153;868
6020;Крабовые палочки;200;264;869
6021;Кукуруза Консервы;400;92;869
6022;Перец красный сладкий;200;21;869
6023;Лапша рисовая;100;100;869
6024;Сметана 10,0% жирности;150;80;869
6025;Соль поваренная пищевая;3;48;869
6026;Перец черный молотый;1;21;869
6027;Фасоль красная, консервированная;400;21;870
6028;Огурец грунтовый;400;19;870
6029;Карбонад варено-копченый из свинины;300;275;870
6030;Укроп и другие пряные травы;50;14;870
6031;Сметана 10,0% жирности;150;80;870
6032;Перец черный молотый;2;21;870
6033;Соль поваренная пищевая;3;48;871
6034;Бальзамический уксус;5;81;871
6035;Помидоры;200;5;871
6036;Лук репчатый;50;4;871
6037;Чеснок;20;11;871
6038;Капуста краснокочанная;500;10;871
6039;Перец красный сладкий;200;21;871
6040;Укроп и другие пряные травы;15;14;872
6041;Огурец грунтовый;100;19;872
6042;Редис;80;77;872
6043;Творог 1.8%;180;153;872
6044;Семга;1500;76;873
