id;name;weight;lemmawordid;dishid
2470;Дрожжи сухие;30;157;325
2471;Молоко 2,5%;500;30;325
2472;Сахар-рафинад;20;129;325
2473;Соль поваренная пищевая;5;48;325
2474;Масло сливочное 72%;250;8;325
2475;Курица филе, без кожи;1500;15;325
2476;Мука пшеничная;1000;29;325
2477;Лук репчатый;200;4;325
2478;Перец черный молотый;3;21;325
2479;Яйцо куриное;50;26;325
2480;Молоко 2,5%;600;30;326
2481;Дрожжи сухие;30;157;326
2482;Яйцо куриное;50;26;326
2483;Соль поваренная пищевая;5;48;326
2484;Перец черный молотый;3;21;326
2485;Мука пшеничная;600;29;326
2486;Лук репчатый;200;4;326
2487;Фарш из говядины;1000;114;326
2488;Вода;200;7;326
2489;Масло подсолнечное;150;8;326
2490;Соль поваренная пищевая;4;48;327
2491;Петрушка;15;6;327
2492;Перец белый;70;21;327
2493;Масло оливковое;100;8;327
2494;Сок лаймы;50;40;327
2495;Розмарин сухой;3;196;327
2496;Спаржа свежая;200;197;327
2497;Шампиньоны;200;0;327
2498;Укроп сухой;5;14;327
2499;Морковь;200;3;327
2500;Семга свежая;600;76;327
2501;Сок лимонный;20;40;327
2502;Перец черный молотый;15;21;327
2503;Смесь овощная "Весенние овощи";400;178;328
2504;Масло оливковое;20;8;328
2505;Соль поваренная пищевая;4;48;328
2506;Вода;700;7;328
2507;Вода;200;7;329
2508;Мука пшеничная;500;29;329
2509;Соль поваренная пищевая;5;48;329
2510;Свинина вырезка;400;64;329
2511;Капуста пекинская;350;10;329
2512;Петрушка;50;6;329
2513;Лук зеленый;50;4;329
2514;Чеснок;10;11;329
2515;Имбирь корень;10;68;329
2516;Соевый соус;40;88;329
2517;Рисовый уксус;40;81;329
2518;Масло оливковое;20;8;329
2519;Перец красный жгучий;1;21;329
2520;Куриные крылышки;1000;198;330
2521;Пиво;200;142;330
2522;Сахар-песок;50;52;330
2523;Соевый соус;50;88;330
2524;Имбирь корень;5;68;330
2525;Корица;5;54;330
2526;Масло оливковое;20;8;330
2527;Петрушка;5;6;330
2528;Карп;600;199;331
2529;Крахмал кукурузный;50;105;331
2530;Соль поваренная пищевая;5;48;331
2531;Лук-порей;50;4;331
2532;Имбирь корень;10;68;331
2533;Томатная паста;100;65;331
2534;Вода;100;7;331
2535;Рисовый уксус;20;81;331
2536;Сахар-песок;10;52;331
2537;Кедровый орех;10;27;331
2538;Салат;50;87;331
2539;Помидоры;200;5;332
2540;Чеснок;5;11;332
2541;Майонез;80;172;332
2542;Куриный фарш;300;114;332
2543;Молоко 2,5%;100;30;332
2544;Морковь;80;3;332
2545;Лук репчатый;150;4;332
2546;Крупа манная;50;20;332
2547;Мука пшеничная;60;29;332
2548;Кабачок;250;1;332
2549;Яйцо куриное;100;26;332
2550;Соль поваренная пищевая;5;48;333
2551;Щука;500;200;333
2552;Биокефир Останкинский 0.1%;200;201;333
2553;Лук репчатый;150;4;333
2554;Яйцо куриное;60;26;333
2555;Молоко обезжиренное;250;30;334
2556;Овсяные отруби;10;202;334
2557;Сахарозаменитель;2;203;334
2558;Соль поваренная пищевая;1;48;334
2559;Ванилин;1;162;334
2560;Перец черный молотый;8;21;335
2561;Лук репчатый;75;4;335
2562;Масло подсолнечное;100;8;335
2563;Вода;250;7;335
2564;Соль поваренная пищевая;4;48;335
2565;Куриные крылышки;700;198;335
2566;Вода;300;7;336
2567;Соль поваренная пищевая;5;48;336
2568;Отруби пшеничные;40;202;336
2569;Печень говяжья;600;35;336
2570;Лосось атлантический (семга);600;76;337
2571;Имбирь корень;10;68;337
2572;Сок лимонный;20;40;337
2573;Соевый соус;20;88;337
2574;Горчица столовая;5;94;337
2575;Мед натуральный (мёд);20;170;337
2576;Кунжут-семя;5;102;337
2577;Мука пшеничная;500;29;338
2578;Творог 5%;1000;153;338
2579;Яйцо куриное;325;26;338
2580;Ванильный сахар;20;129;338
2581;Сахар-песок;120;52;338
2582;Соль поваренная пищевая;15;48;338
2583;Масло сливочное 82%;20;8;339
2584;Грудинка сырокопченая (свинина);150;139;339
2585;Перец черный молотый;5;21;339
2586;Соль поваренная пищевая;7;48;339
2587;Яйцо куриное;120;26;339
2588;Макароны из муки в/с;300;37;339
2589;Томатная паста;70;65;340
2590;Лук репчатый;600;4;340
2591;Масло оливковое;20;8;340
2592;Морковь;300;3;340
2593;уксус яблочный;40;81;340
2594;Язык морской;600;192;340
2595;Соль поваренная пищевая;3;48;341
2596;Майонез Провансаль "Ряба";50;172;341
2597;Томатный сок;100;40;341
2598;Филе хека;1000;93;341
2599;Масло подсолнечное;100;8;341
2600;Лук репчатый;150;4;341
2601;Соль поваренная пищевая;10;48;342
2602;Масло подсолнечное;10;8;342
2603;Петрушка;50;6;342
2604;Морковь;300;3;342
2605;Сыр полутвердый (голландский);100;31;342
2606;Шампиньоны;400;0;342
2607;Помидоры;200;5;342
2608;Кабачок;600;1;342
2609;Лук зеленый;50;4;342
2610;Молоко 2,5%;150;30;342
2611;Зерненый творог;130;153;343
2612;Перец сладкий;150;21;344
2613;Масло оливковое;10;8;344
2614;Помидоры;200;5;344
2615;Чеснок;10;11;344
2616;Баклажаны;200;164;344
2617;Куриная грудка, без кожи;1200;12;344
2618;Сахар-песок;15;52;345
2619;Мука пшеничная;400;29;345
2620;Яйцо куриное;150;26;345
2621;Масло подсолнечное с добавлением оливкого Альтеро;34;8;345
2622;Сардины океанические Консервы;250;181;345
2623;Сыр плавленный;160;31;345
2624;Молоко ультрапастеризованное "Ласковое лето";550;30;345
2625;Мед натуральный (мёд);12;170;346
2626;Вода;170;7;346
2627;Овсяные хлопья геркулес;37;138;346
2628;Орех кешью;6;27;346
2629;Чернослив;22;27;346
2630;Соль поваренная пищевая;4;48;347
2631;Сухари панировочные;40;38;347
2632;Масло подсолнечное;25;8;347
2633;Вода;500;7;347
2634;Яйцо куриное;100;26;347
2635;Лук репчатый;150;4;347
2636;Фарш "Свинина и говядина" МИРАТОРГ;400;114;347
2637;Шампиньоны;150;0;347
2638;Соль поваренная пищевая;20;48;348
2639;Орех мускатный;3;27;348
2640;вермишель;500;204;348
2641;Масло сливочное 72%;100;8;348
2642;Куриная грудка, без кожи;100;12;349
2643;Bauer Деревенское Блюдо;200;205;349
2644;Соль поваренная пищевая;3;48;350
2645;Биокефир Останкинский 0.1%;200;201;350
2646;Яйцо куриное;55;26;350
2647;Творог 0.1%;200;153;350
2648;Сахар-песок;5;52;350
2649;Овсяные хлопья геркулес;200;138;350
2650;Укроп и другие пряные травы;5;14;351
2651;Масло оливковое;5;8;351
2652;Соль поваренная пищевая;1;48;351
2653;Молоко 2,5%;50;30;351
2654;Яйцо куриное;100;26;351
2655;Перец черный молотый;2;21;352
2656;Укроп и другие пряные травы;10;14;352
2657;Масло сливочное 82%;13;8;352
2658;Соль поваренная пищевая;3;48;352
2659;Яйцо куриное;117;26;352
2660;Вода;500;7;353
2661;Мука пшеничная;30;29;353
2662;Фасоль зерно;200;42;353
2663;Лук репчатый;150;4;353
2664;Овсяные хлопья геркулес;150;138;353
2665;Масло подсолнечное;20;8;353
2666;Окунь морской;400;98;354
2667;Сметана 10,0% жирности;15;80;354
2668;Масло подсолнечное;30;8;355
2669;Соль поваренная пищевая;5;48;355
2670;Летняя смесь;400;178;355
2671;Вода;800;7;355
2672;Куриная грудка, без кожи;700;12;356
2673;Укроп и другие пряные травы;50;14;356
2674;Мука пшеничная;50;29;356
2675;Чеснок;10;11;356
2676;Масло подсолнечное;15;8;356
2677;Рисовый уксус;20;81;356
2678;Сливки 9% жирности;200;72;357
2679;Сельдерей, корень;700;50;357
2680;Вода;400;7;357
2681;Соль поваренная пищевая;10;48;357
2682;Чеснок;10;11;357
2683;Чеснок;5;11;358
2684;Масло подсолнечное;150;8;358
2685;Соль поваренная пищевая;4;48;358
2686;Шампиньоны;300;0;358
2687;Яйцо куриное крутое;150;26;358
2688;Хлеб пшеничный;200;28;358
2689;Молоко 2,5%;100;30;358
2690;Лук репчатый;75;4;358
2691;Фарш свиной;500;114;358
2692;Яйцо куриное;50;26;358
2693;Вода;600;7;358
2694;Перец черный молотый;2;21;359
2695;Соль поваренная пищевая;2;48;359
2696;Яйцо куриное;20;26;359
2697;Укроп и другие пряные травы;20;14;359
2698;Масло оливковое;20;8;359
2699;Морковь;200;3;359
2700;Лук репчатый;100;4;359
2701;Кабачок;300;1;359
2702;Тыква;200;53;359
2703;Горошек зеленый;400;23;359
2704;Куриная грудка, без кожи;1000;12;359
2705;Петрушка;10;6;360
2706;Укроп и другие пряные травы;10;14;360
2707;Чеснок;10;11;360
2708;Лук репчатый;130;4;360
2709;Томаты консервированные целые;300;90;360
2710;Морковь;150;3;360
2711;Цукини;300;206;360
